0.07,-11.81,-13,2.94,0.5
0.12,-11.88,-13,2.88,0.56
0.17,-11.81,-13.06,2.88,0.5
0.22,-11.81,-12.88,2.81,0.5
0.27,-11.75,-12.88,2.81,0.44
0.32,-11.69,-12.81,2.88,0.44
0.37,-11.62,-12.62,2.81,0.38
0.42,-11.56,-12.56,2.81,0.38
0.47,-11.56,-12.62,2.81,0.38
0.52,-11.56,-12.56,2.88,0.31
0.62,-11.5,-12.5,2.94,0.25
0.67,-11.5,-12.5,2.88,0.25
0.72,-11.5,-12.5,2.88,0.25
0.77,-11.5,-12.5,2.75,0.25
0.82,-11.44,-12.44,2.69,0.25
0.92,-11.44,-12.44,2.69,0.25
1.01,-11.44,-12.44,2.69,0.25
1.08,-11.44,-12.5,2.69,0.25
1.12,-11.44,-12.5,2.56,0.31
1.17,-11.5,-12.5,2.56,0.38
1.22,-11.44,-12.5,2.56,0.38
1.27,-11.44,-12.5,2.56,0.31
1.32,-11.44,-12.44,2.56,0.38
1.37,-11.44,-12.5,2.62,0.38
1.42,-11.44,-12.5,2.69,0.31
1.47,-11.38,-12.44,2.75,0.31
1.52,-11.44,-12.5,2.69,0.38
1.57,-11.44,-12.44,2.75,0.31
1.62,-11.44,-12.5,2.75,0.31
1.67,-11.44,-12.44,2.75,0.31
1.72,-11.38,-12.5,2.81,0.31
1.77,-11.38,-12.44,2.75,0.31
1.82,-11.31,-12.38,2.75,0.31
1.87,-11.31,-12.44,2.69,0.38
1.92,-11.38,-12.31,2.75,0.31
1.97,-11.38,-12.38,2.81,0.31
2.02,-11.5,-12.25,2.88,0.38
2.07,-11.62,-12.38,3,0.31
2.12,-11.81,-12.31,3.06,0.31
2.17,-12.06,-12.38,3.19,0.38
2.22,-12.31,-12.44,3.38,0.5
2.27,-12.69,-12.56,3.56,0.62
2.32,-13.25,-12.62,3.81,0.62
2.37,-13.94,-12.62,4,0.44
2.42,-14.94,-12.88,4.25,0.38
2.47,-16.06,-13.19,4.56,0.38
2.52,-17.19,-13.38,4.75,0.31
2.57,-18.5,-13.44,5,0.38
2.62,-19.94,-13.44,5.25,0.38
2.67,-21.5,-13.81,5.5,0.69
2.72,-23.19,-14.25,5.75,0.81
2.77,-24.69,-14.12,6.12,0.75
2.82,-26.31,-14.31,6.56,0.94
2.87,-27.94,-14.62,6.94,1.06
2.92,-29.88,-14.94,7.38,1.38
2.97,-31.81,-15.19,7.94,1.5
3.02,-34,-15.81,8.38,1.56
3.07,-36.38,-16.19,9,1.69
3.12,-38.62,-16.38,9.31,1.75
3.17,-41.06,-16.81,9.94,2.06
3.22,-43.19,-16.88,10.62,2.19
3.27,-45.44,-16.94,11.12,2.44
3.32,-47.31,-16.62,11.75,2.38
3.37,-49.31,-16.75,12.44,2.69
3.42,-51.44,-16.62,13.44,3.19
3.47,-53.25,-16.5,14.38,3.5
3.52,-55,-16.19,15.56,3.56
3.57,-56.5,-15.44,16.56,3.38
3.62,-58.06,-15.12,17.69,3.38
3.67,-59.5,-14.69,18.69,3.31
3.72,-60.75,-14.19,19.62,3.31
3.77,-62.06,-13.69,20.44,3.5
3.82,-63.12,-13.19,21.19,3.44
3.87,-64.06,-12.44,21.75,3.38
3.92,-65.19,-12.12,22.31,3.62
3.97,-66.25,-11.81,23,3.62
4.02,-67.12,-11.56,23.19,3.56
4.07,-67.81,-11.38,23.44,3.5
4.12,-68.25,-11.19,23.62,3.5
4.17,-68.44,-10.56,23.31,3.25
4.22,-68.75,-9.94,23.31,3.06
4.27,-69.19,-9.75,23.81,3.06
4.33,-69.56,-9.38,24.06,3
4.38,-69.94,-9.06,24.31,2.94
4.43,-70.44,-8.88,24.81,3
4.48,-70.81,-8.62,25.12,3
4.53,-71.19,-8.44,25.69,2.94
4.58,-71.5,-8.19,26.06,2.81
4.64,-71.94,-8.06,26.69,2.75
4.68,-72.12,-7.75,27.06,2.62
4.73,-72.06,-7.5,27.38,2.31
4.78,-72.12,-7.19,27.56,2.12
4.83,-72.25,-7,28.19,1.88
4.88,-72.25,-6.69,28.62,1.56
4.93,-72.5,-6.38,29.19,1.5
4.98,-72.56,-6,29.75,1.06
5.03,-72.81,-5.38,30.31,0.94
5.08,-73.06,-5.06,31.19,0.94
5.14,-73.19,-4.5,31.62,0.81
5.18,-73.38,-4.19,32.19,0.75
5.23,-73.56,-3.81,32.38,0.69
5.28,-73.75,-3.62,32.69,0.62
5.33,-73.88,-3.25,32.81,0.69
5.38,-74.19,-3.12,33.06,0.62
5.43,-74.31,-2.81,33,0.56
5.48,-74.62,-2.62,33.25,0.69
5.52,-74.75,-2.38,33.25,0.69
5.57,-74.94,-2.25,33.44,0.56
5.62,-75.06,-2.19,33.38,0.44
5.67,-75.25,-2,33.38,0.38
5.72,-75.5,-2,33.56,0.38
5.77,-75.69,-2.06,33.56,0.25
5.82,-75.94,-2,33.44,0.25
5.87,-76.12,-2,33.19,0.19
5.92,-76.31,-1.94,33,0.12
5.97,-76.44,-1.88,32.88,0.12
6.02,-76.69,-1.88,32.88,0.19
6.07,-76.81,-1.88,32.81,0.12
6.12,-77,-1.88,32.88,0.12
6.17,-77.12,-1.81,32.69,0.06
6.22,-77.12,-1.69,32.5,0
6.27,-77.38,-1.69,32.62,0.06
6.32,-77.44,-1.69,32.69,0.06
6.37,-77.44,-1.62,32.56,0
6.42,-77.44,-1.62,32.62,0
6.47,-77.44,-1.62,32.5,0
6.53,-77.38,-1.56,32.69,0.06
6.62,-77.38,-1.56,32.69,0.12
6.68,-77.19,-1.62,32.62,0
6.75,-77.19,-1.62,32.75,-0.06
6.82,-77.25,-1.69,32.75,-0.06
6.87,-77.31,-1.69,32.75,-0.06
6.92,-77.25,-1.69,32.69,-0.06
6.97,-77.25,-1.62,32.69,-0.06
7.02,-77.25,-1.69,32.81,-0.12
7.07,-77.25,-1.56,32.75,-0.12
7.12,-77.25,-1.56,32.75,-0.12
7.17,-77.25,-1.56,32.62,-0.12
7.22,-77.25,-1.69,32.69,-0.19
7.27,-77.31,-1.62,32.62,-0.06
7.32,-77.38,-1.62,33.06,0.19
7.37,-77.56,-1.44,34,0.81
7.42,-77.94,-1.12,35.12,2.25
7.47,-78.31,-0.88,36.81,3.88
7.52,-78.69,-0.56,38.5,5.06
7.57,-79,0,39.94,6.44
7.63,-79.25,1,40.88,8.38
7.67,-79.75,1.94,42.62,11
7.72,-80.31,2.38,43.56,14.25
