0.05,-90.12,-0.47,40.06,0.02,0
0.1,-90.05,-0.47,40,0.02,0
0.14,-90.05,-0.47,39.94,0.02,0
0.18,-90.05,-0.47,40,0.02,0
0.24,-90.05,-0.47,40,0.02,0
0.29,-90.05,-0.47,40,0.02,0
0.35,-90.05,-0.47,39.75,0.02,0
0.4,-90.05,-0.47,39.81,0.02,0
0.45,-89.99,-0.47,39.69,0.02,0
0.5,-89.99,-0.54,39.75,-0.05,0
0.55,-89.99,-0.54,39.75,0.02,0
0.6,-89.99,-0.54,39.69,-0.05,0
0.65,-89.99,-0.6,39.81,-0.05,0
0.7,-89.99,-0.6,39.56,-0.05,0
0.75,-89.99,-0.6,39.69,0.02,0
0.8,-89.99,-0.6,39.56,-0.05,0
0.85,-90.05,-0.6,39.69,0.02,0
0.9,-90.05,-0.6,39.63,-0.05,0
0.95,-90.05,-0.72,39.69,-0.11,0
1,-90.12,-0.72,39.56,-0.11,0
1.05,-90.12,-0.72,39.44,-0.11,0
1.1,-90.12,-0.79,39.44,-0.23,0
1.15,-90.24,-0.85,39.44,-0.3,0
1.2,-90.24,-0.79,39.31,-0.42,0
1.25,-90.12,-0.66,39.5,-0.55,0
1.3,-90.05,-0.6,39.94,-0.55,0
1.35,-89.93,-0.54,40.5,-0.61,0
1.4,-89.8,-0.47,41,-0.61,0
1.45,-89.55,-0.16,41.88,-0.67,0
1.5,-89.3,-0.04,42.88,-0.48,0
1.55,-89.05,0.09,43.63,-0.48,0
1.6,-88.8,0.21,44.56,-0.3,0
1.65,-88.49,0.34,45.38,-0.17,0
1.7,-88.24,0.28,46.44,-0.05,0
1.75,-87.74,0.34,48,0.27,0
1.8,-87.3,0.34,49.31,0.14,0
1.85,-86.62,0.34,50.25,0.39,0
1.9,-85.93,0.34,51.13,0.2,0
1.95,-85.24,0.34,51.94,0.27,0
2,-84.55,0.28,52.75,0.14,0
2.05,-83.8,0.21,53.69,0.14,0
2.1,-82.74,0.21,54.44,0.08,0
2.15,-81.93,-0.1,55.44,0.02,0
2.2,-80.99,-0.66,56.31,-0.11,0
2.25,-79.99,-1.29,57.19,-0.23,0
2.3,-78.99,-2.1,57.81,-0.55,0
2.35,-77.93,-3.04,58.25,-0.8,0
2.4,-76.99,-4.1,58.75,-0.98,0
2.45,-75.93,-5.1,58.75,-1.3,0
2.5,-74.93,-6.1,58.81,-1.48,0
2.55,-73.74,-7.1,58.94,-1.61,0
2.6,-72.55,-8.16,58.75,-1.86,0
2.65,-71.3,-9.16,58.63,-2.11,0
2.7,-70.12,-10.1,58.19,-2.36,0
2.75,-68.87,-11.04,57.63,-2.55,0
2.8,-67.74,-12.1,57.25,-2.86,0
2.85,-66.62,-13.41,56.94,-3.23,0
2.9,-65.55,-14.66,56.56,-3.55,0
2.95,-64.24,-15.66,56.06,-3.73,0
3,-63.24,-16.79,55.38,-3.86,0
3.05,-62.18,-17.91,54.75,-3.92,0
3.1,-60.93,-18.91,54.06,-3.92,0
3.15,-59.8,-19.79,53.38,-3.98,0
3.2,-58.43,-20.72,52.75,-4.11,0
3.25,-57.3,-21.97,52.06,-4.3,0
3.3,-56.3,-23.35,51.38,-4.3,0
3.35,-55.3,-24.35,50.31,-4.3,0
3.4,-54.24,-25.16,49.25,-4.36,0
3.45,-53.3,-26.04,48.25,-4.23,0
3.5,-52.3,-26.66,47.31,-4.3,0
3.55,-51.18,-27.41,46.38,-4.42,0
3.6,-50.3,-28.04,45.31,-4.61,0
3.65,-49.49,-28.6,44.13,-4.8,0
3.69,-48.62,-29.22,42.88,-4.86,0
3.74,-47.87,-29.6,41.63,-4.98,0
3.79,-47.18,-29.97,40.25,-4.98,0
3.84,-46.49,-30.35,39,-4.98,0
3.89,-45.8,-30.6,37.75,-4.98,0
3.92,-45.24,-30.72,36.81,-5.11,0
3.95,-45.05,-30.91,36.13,-4.92,0
3.99,-44.43,-31.1,35.06,-5.05,0
4.02,-44.05,-31.22,34.38,-5.05,0
